images_intro,price,title,hot_line,link_source,point,rating_total,star_percent_list,branch,Công nghệ màn hình,Độ phân giải,Màn hình rộng,Camera sau,Quay phim,Camera trước,Hệ điều hành,Chipset (hãng SX CPU),Tốc độ CPU,Bộ nhớ trong,Mạng di động,Wifi,Bluetooth,Cổng kết nối/sạc
https://didongviet.vn/pub/media/catalog/product//i/v/ivertu-himalaya-happy-diamond-18k-gold-didongviet.jpg,1.778.990.000₫,iVERTU Himalaya Happy Diamond 18K Gold,1800.6018,https://didongviet.vn/ivertu-himalaya-happy-diamond-18k-gold.html,4.5,,,Vertu,OLED,FHD+ (1080x2400 pixels),6.67'' - Tần số quét 120 Hz,"Chính 64 MP &amp; Phụ 5 MP, 2 MP",4K@30/60fps / 1080p@30/60/240fps / 720p@960fps / HDR10+ stereo sound rec. / gyro-EIS,16 MP,"Andriod 11, Luxury OS",Qualcomm Snapdragon 888,Octa-Core,512 GB,5G NR/LTE/WCDMA/CDMA/GSM,Wi-Fi 802.11 a/b/g/n/ac / Dual-band (2.4 GHz/5 GHz) / DLNA / Wi-Fi Direct / Wi-Fi hotspot,v5.2,USB Type-C 3.1
https://didongviet.vn/pub/media/catalog/product//d/i/dien-thoai-vertu-signature-v-cobra.didongviet.jpg,11.503.990.000₫,Vertu Signature V Cobra,1800.6018,https://didongviet.vn/vertu-signature-v-cobra.html,4.5,,,Vertu,TFT LCD,QVGA (240 x 320 Pixels),"2""",,,,Linux based feature phone,,,6 GB,Hỗ trợ 4G,WLAN 802.11 b/g/n 2.4GHz,v4.0,Micro USB
https://didongviet.vn/pub/media/catalog/product//d/i/dien-thoai-vertu-signature-v-pure-black-full-gold-didongviet.jpg,2.257.990.000₫,Vertu Signature V Pure Black Full Gold,1800.6018,https://didongviet.vn/vertu-signature-v-pure-black-full-gold.html,4.5,,,Vertu,TFT LCD,QVGA (240 x 320 Pixels),"2""",,,,Linux based feature phone,,,6 GB,Hỗ trợ 4G,WLAN 802.11 b/g/n 2.4GHz,v4.0,Micro USB
https://didongviet.vn/pub/media/catalog/product//v/e/vertu-signature-v-black-gold-diamond-iron-alligator-didongviet.jpg,3.063.990.000₫,Vertu Signature V Black Gold Diamond Iron Alligator,1800.6018,https://didongviet.vn/vertu-signature-v-black-gold-diamond-iron-alligator.html,4.5,,,Vertu,TFT LCD,QVGA (240 x 320 Pixels),2'',,,,Linux based feature phone,,,32 GB,Hỗ trợ 4G,WLAN 802.11 b/g/n 2.4GHz,v4.1 +LE,Micro USB
https://didongviet.vn/pub/media/catalog/product//v/e/vertu-signature-v-stainless-steel-pure-black-didongviet.jpg,524.990.000₫,Vertu Signature V Stainless Steel Pure Black,1800.6018,https://didongviet.vn/vertu-signature-v-stainless-steel-pure-black.html,4.5,,,Vertu,TFT LCD,QVGA (240 x 320 Pixels),"2""",,,,Linux based feature phone,,,6 GB,,WLAN 802.11 b/g/n 2.4GHz,v4.0,Micro USB
https://didongviet.vn/pub/media/catalog/product//v/e/vertu-signature-v-thang-ga-avalokitesvara-didongviet_2.jpg,1.501.990.000₫,Vertu Signature V Thang-Ga AVALOKITESVARA,1800.6018,https://didongviet.vn/vertu-signature-v-thang-ga-avalokitesvara.html,4.5,,,Vertu,TFT LCD,QVGA (240 x 320 Pixels),"2""",,,,Linux based feature phone,,,6 GB,Hỗ trợ 4G,WLAN 802.11 b/g/n 2.4GHz,v4.0,Micro USB
https://didongviet.vn/pub/media/catalog/product//v/e/vertu-signature-v-thang-ga-pure-gold-amitayus-didongviet.jpg,2.524.990.000₫,Vertu Signature V Thang-Ga Pure Gold AMITAYUS,1800.6018,https://didongviet.vn/vertu-signature-v-thang-ga-pure-gold-amitayus.html,4.5,,,Vertu,TFT LCD,QVGA (240 x 320 Pixels),"2""",,,,Linux based feature phone,,,6GB,Hỗ trợ 4G,WLAN 802.11 b/g/n 2.4GHz,v4.0,Micro USB
https://didongviet.vn/pub/media/catalog/product//v/e/vertu-signatue-v-alligator-navy-blue-didongviet.jpg,615.990.000₫,Vertu Signature V Alligator Navy Blue,1800.6018,https://didongviet.vn/vertu-signature-v-alligator-navy-blue.html,4.5,,,Vertu,TFT LCD,QVGA (240 x 320 Pixels),2'',,,,,,,32 GB,,,"v4.1, LE","MicroUSB,"
https://didongviet.vn/pub/media/catalog/product//v/e/vertu-signature-v-thang-ga-2-vairochana-didongviet.jpg,1.324.990.000₫,Vertu Signature V Thang-Ga VAIROCHANA,1800.6018,https://didongviet.vn/vertu-signature-v-thang-ga-vairochana.html,4.5,,,Vertu,TFT LCD,QVGA (240 x 320 Pixels),"2""",,,,Linux based feature phone,,,6 GB,Hỗ trợ 4G,WLAN 802.11 b/g/n 2.4GHz,v4.0,Micro USB
https://didongviet.vn/pub/media/catalog/product//v/e/vertu-signature-v-pure-silver-cloud-de-paris-didongviet.jpg,703.990.000₫,Vertu Signature V Pure Silver Clous De Paris,1800.6018,https://didongviet.vn/vertu-signature-v-clous-de-paris.html,4.5,,,Vertu,TFT LCD,QVGA (240 x 320 Pixels),"2""",,,,Linux based feature phone,,,6 GB,,WLAN 802.11 b/g/n 2.4GHz,v4.0,Micro USB
https://didongviet.vn/pub/media/catalog/product//d/i/dien-thoai-vertu-signature-v-pure-black-lizard-red-didongviet.jpg,591.990.000₫,Vertu Signature V Pure Black Lizard Red,1800.6018,https://didongviet.vn/vertu-signature-v-pure-black-lizard-red.html,4.5,,,Vertu,TFT LCD,QVGA (240 x 320 Pixels),"2""",,,,Linux based feature phone,,,6 GB,,WLAN 802.11 b/g/n 2.4GHz,v4.0,Micro USB
https://didongviet.vn/pub/media/catalog/product//o/p/oppo-reno7-4g-128gb-didongviet.jpg,7.790.000₫,OPPO Reno7 4G (8GB|128GB) Chính Hãng,1800.6018,https://didongviet.vn/oppo-reno7-4g-128gb.html,4.5,,,OPPO,AMOLED,Full HD+ (1080 x 2400 Pixels),"6.4"" - Tần số quét 90 Hz","Chính 64 MP &amp; Phụ 8 MP, 2 MP",FullHD 1080p@30fps / HD 720p@30fps,32 MP,Android 12,Snapdragon 680 8 nhân,"1 nhân 2.4 GHz, 3 nhân 2.2 GHz &amp; 4 nhân 1.9 GHz",128GB,Hỗ trợ 4G,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, Wi-Fi Direct, Wi-Fi hotspot",v5.1,USB Type-C
https://didongviet.vn/pub/media/catalog/product//o/p/oppo-reno7-5g-didongviet.jpg,11.290.000₫,OPPO Reno7 5G Chính Hãng,1800.6018,https://didongviet.vn/oppo-reno7-5g.html,4.5,,,OPPO,AMOLED DotDisplay,Full HD+ (1080 x 2400 Pixels),"6.43"" - Tần số quét 90 Hz","Chính 64 MP &amp; Phụ 8 MP, 2 MP",FullHD 1080p@120fps / HD 720p@30fps / FullHD 1080p@240fps / FullHD 1080p@60fps / 4K 2160p@24fps / FullHD 1080p@30fps,32 MP,Android 11 - ColorOS 12,Dimensity 900 5G,"1 nhân 2.4 GHz, 3 nhân 2.2 GHz &amp; 4 nhân 1.9 GHz",256 GB,Hỗ trợ 5G,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, Wi-Fi Direct, Wi-Fi hotspot",v5.2,USB Type-C
https://didongviet.vn/pub/media/catalog/product//o/p/oppo-reno7-z-128gb-didongviet.jpg,9.090.000₫,OPPO Reno7 Z (8GB|128GB) Chính hãng,1800.6018,https://didongviet.vn/oppo-reno7-z-128gb.html,4.5,,,OPPO,AMOLED,Full HD+ (1080 x 2400 Pixels),"6.43"" - Tần số quét 60 Hz","Chính 64 MP &amp; Phụ 2 MP, 2 MP","FullHD 1080p@30fps , HD 720p@30fps",16 MP,Android 11,Snapdragon 695 5G 8 nhân,2.2 GHz,128 GB,Hỗ trợ 5G,"Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz), Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac",v5.1,USB Type-C
https://didongviet.vn/pub/media/catalog/product//s/i/signature-v-thang-ga-pure-gold-jambhala-didongviet.jpg,2.524.990.000₫,Vertu Signature V Thang-Ga Pure Gold JAMBHALA,1800.6018,https://didongviet.vn/vertu-signature-v-thang-ga-pure-gold-jambhala.html,4.5,,,Vertu,TFT LCD,QVGA (240 x 320 Pixels),"2""",,,,Linux based feature phone,,,6GB,Hỗ trợ 4G,WLAN 802.11 b/g/n 2.4GHz,v4.0,Micro USB
https://didongviet.vn/pub/media/catalog/product//s/a/samsung-galaxy-a73-didongviet_1_1_.jpg,9.390.000₫,Samsung Galaxy A73 Chính Hãng (8GB|128GB) (BHĐT) ,1800.6018,https://didongviet.vn/samsung-galaxy-a73-bhdt.html,4.5,,,Samsung,Super AMOLED Plus,Full HD+ (1080 x 2400 Pixels),"6.7"" - Tần số quét 120Hz","Chính 108 MP &amp; Phụ 12 MP, 5 MP, 5 MP",4K 2160p@30/60FPS / FHD 1080p@30/60FPS,32 MP,Android 12 - OneUI 4.0,Snapdragon 778G 5G 8 nhân,4 nhân 2.4 GHz &amp; 4 nhân 1.8 GHz,128 GB,5G,Wi-Fi 802.11 a/b/g/n/ac / Dual-band (2.4 GHz/5 GHz) / DLNA / Wi-Fi Direct / Wi-Fi hotspot,v5.2,Type-C
https://didongviet.vn/pub/media/catalog/product//s/a/samsung-galaxy-a52-bhdt-didongviet.jpg,7.290.000₫,Samsung Galaxy A52 (8GB|128GB) Chính Hãng (BHĐT),1800.6018,https://didongviet.vn/samsung-galaxy-a52-bhdt,4.5,,,Samsung,Super AMOLED,1080 x 2400 pixels,6.5 inches,64 MP + 12 MP + 5 MP + 5 MP,"4K@30fps, 1080p@30/120fps; gyro-EIS",32 MP,"Android 11, One UI 3.0",Qualcomm SM7125 Snapdragon 720G (8 nm),Octa-core,128 GB,,,,
https://didongviet.vn/pub/media/catalog/product//s/a/samsung-galaxy-a12-didongviet.jpg,2.990.000₫,Samsung Galaxy A12 (4GB|128GB) Chính Hãng,1800.6018,https://didongviet.vn/samsung-galaxy-a12,4.5,,,Samsung,TFT,720 x 1560 pixels,6.5 inches,48 MP + 5 MP + 2 MP + 2 MP,1080p@30fps,8 MP,Android 10,MediaTek Helio G35 8 nhân,Octa-core,128 GB,Hỗ trợ 4G,"Wi-Fi 802.11 a/b/g/n, Wi-Fi hotspot",,USB Type-C
https://didongviet.vn/pub/media/catalog/product//g/a/galaxy-a22-5g-didongviet.jpg,4.390.000₫,Samsung Galaxy A22 (6GB|128GB) Chính Hãng,1800.6018,https://didongviet.vn/samsung-galaxy-a22,4.5,,,Samsung,Super AMOLED,Full HD+ (1080 x 2408 Pixels),"6.6"" - Tần số quét 60 Hz",48.0 MP + 5.0 MP + 2.0 MP,FullHD 1080p@30fps,8.0 MP,Android 10,MediaTek Dimensity 700,2 nhân 2.2GHz &amp; 6 nhân 2.0GHz,128 GB,Hỗ trợ 4G,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, Wi-Fi Direct, Wi-Fi hotspot",v5.0,USB Type-C
https://didongviet.vn/pub/media/catalog/product//g/a/galaxy-a03-chinh-hang-didongviet.jpg,2.790.000₫,Samsung Galaxy A03 (3GB|32GB) Chính Hãng,1800.6018,https://didongviet.vn/samsung-galaxy-a03.html,4.5,,,Samsung,PLS LCD,HD+ (720 x 1600 Pixels),"6.5"" - Tần số quét 60 Hz",Chính 48 MP &amp; Phụ 2 MP,FullHD 1080p@30fps,5 MP,Android 11,Unisoc T606 8 nhân,8 nhân 1.6 GHz,32 GB,Hỗ trợ 4G,Wi-Fi 802.11 b/g/n / Wi-Fi Direct / Wi-Fi hotspot,v5.0,Micro USB
https://didongviet.vn/pub/media/catalog/product//s/a/samsung-galaxy-a52s-didongviet_1__1.jpg,7.190.000₫,Samsung Galaxy A52s (8GB|128GB) Chính Hãng (BHĐT),1800.6018,https://didongviet.vn/samsung-galaxy-a52s-128gb-bhdt.html,4.5,,,Samsung,Super AMOLED,Full HD+ (1080 x 2400 Pixels),6.5 inch,"Chính 64 MP &amp; Phụ 12 MP, 5 MP, 5 MP",4K 2160p@30fps - FullHD 1080p@30fps - FullHD 1080p@60fps,32 MP,Android 11,Snapdragon 778G 5G 8 nhân,"1 nhân 2.4 GHz, 3 nhân 2.2 GHz &amp; 4 nhân 1.9 GHz",128 GB,Hỗ trợ 5G,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, Wi-Fi Direct, Wi-Fi hotspot",v5.2 - A2DP. - LE,USB Type-C
https://didongviet.vn/pub/media/catalog/product//o/p/oppo-reno6-z-5g-didongviet.jpg,7.290.000₫,OPPO Reno6 Z 5G (8GB|128GB) Chính Hãng,1800.6018,https://didongviet.vn/oppo-reno6-z,4.5,,,OPPO,AMOLED,Full HD+ (1080 x 2400 Pixels),6.43 inch,64MP + 8MP + 2MP,"Quay phim: HD 720p@240fps, FullHD 1080p@120fps, HD 720p@30fps, FullHD 1080p@60fps, FullHD 1080p@30fps, 4K 2160p@30fps, HD 720p@60fps",32 MP,Android 11,Dimensity 800U 5G,Up to 2.4GHz,128 GB,5G,"Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz), Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac","v5.1, LE, A2DP",USB Type-C
https://didongviet.vn/pub/media/catalog/product//s/a/samsung-galaxy-a52-8gb-128gb-didongviet.jpg,8.390.000₫,Samsung Galaxy A52 (8GB|128GB) Chính Hãng,1800.6018,https://didongviet.vn/samsung-galaxy-a52,4.5,,,Samsung,Super AMOLED,1080 x 2400 pixels,6.5 inches,64 MP + 12 MP + 5 MP + 5 MP,"4K@30fps, 1080p@30/120fps; gyro-EIS",32 MP,"Android 11, One UI 3.0",Qualcomm SM7125 Snapdragon 720G (8 nm),Octa-core,128 GB,,,,
https://didongviet.vn/pub/media/catalog/product//s/a/samsung-galaxy-a13-didongviet_1_1.jpg,3.590.000₫,Samsung Galaxy A13 Chính Hãng (4GB|128GB) (BHĐT),1800.6018,https://didongviet.vn/samsung-galaxy-a13-bhdt.html,4.5,,,Samsung,LCD,HD+ (720 x 1560),6.5 inch,Đang cập nhật,Đang cập nhật,Đang cập nhật,Android 11 - OneUI 3.0,Đang cập nhật,Đang cập nhật,128 GB,4G,Wi-Fi 802.11 a/b/g/n/ac / Dual-band (2.4 GHz/5 GHz) / DLNA / Wi-Fi Direct / Wi-Fi hotspot,v5.0,Type-C
https://didongviet.vn/pub/media/catalog/product//s/a/samsung-galaxy-a33-didongviet_1.jpg,6.790.000₫,Samsung Galaxy A33 (6GB|128GB) Chính Hãng,1800.6018,https://didongviet.vn/samsung-galaxy-a33.html,4.5,,,Samsung,Super AMOLED,Full HD+ (1080 x 2400 Pixels),"6.4"" - Tần số quét 90 Hz","Chính 48 MP &amp; Phụ 8 MP, 5 MP, 2 MP",4K 2160p@30fps,13 MP,Android 12 - OneUI 4.0,Exynos 1280 8 nhân,2 nhân 2.4 GHz &amp; 6 nhân 2 GHz,128 GB,Hỗ trợ 5G,Wi-Fi 802.11 a/b/g/n/ac / Dual-band (2.4 GHz/5 GHz) / DLNA / Wi-Fi Direct / Wi-Fi hotspot,v5.1,Type-C
https://didongviet.vn/pub/media/catalog/product//s/a/samsung-galaxy-a13-didongviet_1.jpg,3.890.000₫,Samsung Galaxy A13 Chính Hãng (4GB|128GB),1800.6018,https://didongviet.vn/samsung-galaxy-a13.html,4.5,,,Samsung,LCD,HD+ (720 x 1560),6.5 inch,Đang cập nhật,Đang cập nhật,Đang cập nhật,Android 11 - OneUI 3.0,Đang cập nhật,Đang cập nhật,128 GB,4G,Wi-Fi 802.11 a/b/g/n/ac / Dual-band (2.4 GHz/5 GHz) / DLNA / Wi-Fi Direct / Wi-Fi hotspot,v5.0,Type-C
https://didongviet.vn/pub/media/catalog/product//s/a/samsung-galaxy-a32-6gb-128gb-didongviet.jpg,5.890.000₫,Samsung Galaxy A32 (6GB|128GB) Chính Hãng,1800.6018,https://didongviet.vn/samsung-galaxy-a32,4.5,,,Samsung,Super AMOLED,1080 x 2400 pixels,6.4 inches,64 MP + 8 MP + 5 MP + 5 MP,"4K@30fps, 1080p@30/120fps",20 MP,"Android 11, One UI 3.0",Mediatek Helio G80 (12 nm),Octa-core,128 GB,,,,Type C
https://didongviet.vn/pub/media/catalog/product//s/a/samsung-galaxy-a53-5g-128gb-didongviet.jpg,8.090.000₫,Samsung Galaxy A53 (8GB|128GB) Chính Hãng,1800.6018,https://didongviet.vn/samsung-galaxy-a53.html,4.5,,,Samsung,Super AMOLED,Full HD+ (1080 x 2400 Pixels),"6.5"" - Tần số quét 120 Hz","Chính 64 MP &amp; Phụ 12 MP, 5 MP, 5 MP",4K@30fps,32MP,Android 12,Exynos 1280 8 nhân,2 nhân 2.4GHz &amp; 6 nhân 2.0GHz,128 GB,Hỗ trợ 5G,"Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz), Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac",v5.0,USB Type-C
https://didongviet.vn/pub/media/catalog/product//s/a/samsung-galaxy-a53-5g-128gb-didongviet_1.jpg,7.890.000₫,Samsung Galaxy A53 (8GB|128GB) Chính Hãng (BHĐT),1800.6018,https://didongviet.vn/samsung-galaxy-a53-bhdt.html,4.5,,,Samsung,Super AMOLED,Full HD+ (1080 x 2400 Pixels),"6.5"" - Tần số quét 120 Hz","Chính 64 MP &amp; Phụ 12 MP, 5 MP, 5 MP",4K@30fps,32MP,Android 12,Exynos 1280 8 nhân,2 nhân 2.4GHz &amp; 6 nhân 2.0GHz,128 GB,Hỗ trợ 5G,"Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz), Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac",v5.0,USB Type-C
https://didongviet.vn/pub/media/catalog/product//s/a/samsung-galaxy-a23-didongviet_2.jpg,4.790.000₫,Samsung Galaxy A23 (4GB|128GB) Chính Hãng,1800.6018,https://didongviet.vn/samsung-galaxy-a23.html,4.5,,,Samsung,LCD,HD+ (720 x 1560),6.6 inch,"Chính 50 MP &amp; Phụ 5 MP, 2 MP, 2 MP",1080p@30fps,8 MP,Android 12 - OneUI 4.1,Snapdragon 680 8 nhân,4 nhân 2.4 GHz &amp; 4 nhân 1.9 GHz,128 GB,Hỗ trợ 4G,Wi-Fi 802.11 a/b/g/n/ac / Dual-band (2.4 GHz/5 GHz) / DLNA / Wi-Fi Direct / Wi-Fi hotspot,v5.0,Type-C
https://didongviet.vn/pub/media/catalog/product//s/a/samsung-galaxy-a73-didongviet_1.jpg,10.790.000₫,Samsung Galaxy A73 (8GB|128GB) Chính Hãng,1800.6018,https://didongviet.vn/samsung-galaxy-a73.html,4.5,,,Samsung,Super AMOLED Plus,Full HD+ (1080 x 2400 Pixels),"6.7"" - Tần số quét 120Hz","Chính 108 MP &amp; Phụ 12 MP, 5 MP, 5 MP",4K 2160p@30/60FPS / FHD 1080p@30/60FPS,32 MP,Android 12 - OneUI 4.0,Snapdragon 778G 5G 8 nhân,4 nhân 2.4 GHz &amp; 4 nhân 1.8 GHz,128 GB,5G,Wi-Fi 802.11 a/b/g/n/ac / Dual-band (2.4 GHz/5 GHz) / DLNA / Wi-Fi Direct / Wi-Fi hotspot,v5.2,Type-C
https://didongviet.vn/pub/media/catalog/product//x/i/xiaomi-redmi-10c-didongviet.jpg,3.590.000₫,Xiaomi Redmi 10C (4GB|128GB) Chính Hãng,1800.6018,https://didongviet.vn/xiaomi-redmi-10c-128gb.html,4.5,,,Xiaomi,IPS LCD,HD+ (720 x 1650 Pixels),"6.71"" - Tần số quét 60 Hz",Chính 50 MP &amp; Phụ 2 MP,FullHD 1080p@30fps / HD 720p@30fps,5 MP,Android 11,Snapdragon 680 8 nhân,4 nhân 2.4 GHz &amp; 4 nhân 1.9 GHz,128 GB,Hỗ trợ 4G,"Wi-Fi 802.11 a/b/g/n/ac/ax, Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz)",v5.0,USB Type-C
https://didongviet.vn/pub/media/catalog/product//i/p/iphone-13-pro-max-512gb-didongviet_1.jpg,35.990.000₫,iPhone 13 Pro Max 512GB Chính Hãng (VN/A),1800.6018,https://didongviet.vn/iphone-13-pro-max-512gb.html,4.5,,,iPhone,"OLED , 120Hz, Super Retina XDR với ProMotion 6.1‑inch, 458 pp, HDR display, True Tone, Wide color (P3), Haptic Touch",2778 x 1284 pixel,6.7 inch,"Camera góc rộng: 12MP, ƒ/1.5  Camera góc siêu rộng: 12MP, ƒ/1.8  Camera tele : 12MP, /2.8",4K @24 fps/25 fps/30 fps/ 60 fps  1080p HD @25 fps/30 fps/60 fps  720p HD@ 30 fps,12MP  ƒ/2.2,iOS 15,A15 Bionic,,512 GB,Hỗ trợ 5G,WiFi 6E,5.0,"Lightning , Sạc nhanh 20W, Sạc không dây, Sạc ngược không dây 15W, Sạc pin nhanh, Tiết kiệm pin"
https://didongviet.vn/pub/media/catalog/product//s/a/samsung-galaxy-a03s-4gb-64gb-didongviet.jpg,3.390.000₫,Samsung Galaxy A03s (4GB|64GB) Chính Hãng,1800.6018,https://didongviet.vn/samsung-galaxy-a03s-64gb.html,4.5,,,Samsung,PLS LCD,HD+ (720 x 1600 Pixels),"6.5"" - Tần số quét 60 Hz","Chính 13 MP &amp; Phụ 2 MP, 2 MP",FullHD 1080p@30fps,5 MP,Android 11,MediaTek MT6765 8 nhân,4 nhân 2.3 GHz &amp; 4 nhân 1.8 GHz,64 GB,Hỗ trợ 4G,Wi-Fi 802.11 b/g/n / Wi-Fi hotspot,v5.0 - A2DP. - LE,USB-C
https://didongviet.vn/pub/media/catalog/product//x/i/xiaomi-redmi-10-2022-didongviet.jpeg,3.690.000₫,Xiaomi Redmi 10 2022 (4GB|128GB) Chính Hãng,1800.6018,https://didongviet.vn/xiaomi-redmi-10-2022-4gb-128gb.html,4.5,,,Xiaomi,IPS LCD,Full HD+ (1080 x 2400 Pixels),"6.5"" - Tần số quét 90 Hz","Chính 50 MP &amp; Phụ 8 MP, 2 MP, 2 MP",1080P@30 fps / 720P@30 fps,8 MP,Android 11 - MIUI 12.5,MediaTek Helio G88 8 nhân,2 nhân 2.0 GHz &amp; 6 nhân 1.8 GHz,128 GB,Hỗ trợ 4G,"Wi-Fi 802.11 a/b/g/n/ac/ax, Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz)",5.1,USB Type-C
https://didongviet.vn/pub/media/catalog/product//i/p/iphone-13-pro-max-1tb-didongviet_1.jpg,41.990.000₫,iPhone 13 Pro Max 1TB Chính Hãng (VN/A),1800.6018,https://didongviet.vn/iphone-13-pro-max-1tb.html,4.5,,,iPhone,OLED,2778 x 1284 pixel,6.7 inch,"Camera góc rộng: 12MP, ƒ/1.5  Camera góc siêu rộng: 12MP, ƒ/1.8  Camera tele : 12MP, /2.8",4K @24 fps/25 fps/30 fps/ 60 fps  1080p HD @25 fps/30 fps/60 fps  720p HD@ 30 fps,"12MP, ƒ/2.2",iOS 15,A15 Bionic,,1TB,Hỗ trợ 5G,WiFi 6E,5.0,"Lightning, Sạc nhanh 20W, Sạc không dây, Sạc ngược không dây 15W, Sạc pin nhanh, Tiết kiệm pin"
https://didongviet.vn/pub/media/catalog/product//x/i/xiaomi-11-128gb-didongviet.jpg,7.590.000₫,Xiaomi Redmi Note 11 Pro 5G (8GB|128GB) Chính Hãng,1800.6018,https://didongviet.vn/xiaomi-redmi-note-11-pro-128gb.html,4.5,,,Xiaomi,AMOLED,Full HD+ (1080 x 2400 Pixels),"6.67"" - Tần số quét 120 Hz","Chính 108 MP &amp; Phụ 8 MP, 2 MP","FullHD 1080p@30fps, HD 720p@30fps",16 MP,Android 11,Snapdragon 695 5G 8 nhân,2 nhân 2.2 GHz &amp; 6 nhân 1.8 GHz,128 GB,Hỗ trợ 5G,Wi-Fi 802.11 a/b/g/n/ac / Dual-band (2.4 GHz/5 GHz) / DLNA / Wi-Fi Direct / Wi-Fi hotspot,v5.0,Type-C
https://didongviet.vn/pub/media/catalog/product//x/i/xiaomi-redmi-note-11-128gb-didongviet_1.jpeg,4.360.000₫,Xiaomi Redmi Note 11 (4GB|128GB) Chính Hãng,1800.6018,https://didongviet.vn/xiaomi-redmi-note-11-128gb-4gb.html,4.5,,,Xiaomi,AMOLED,Full HD+ (1080 x 2400 Pixels),"6.43"" - Tần số quét 90Hz",50 MP + 8 MP + 2 MP + 2 MP,1080p@30/60fps,13 MP,Android 11 - MIUI 13,Qualcomm Snapdragon 680 (6nm),2.4 GHz,128 GB,4G,Wi-Fi 802.11 a/b/g/n/ac / Dual-band (2.4 GHz/5 GHz) / DLNA / Wi-Fi Direct / Wi-Fi hotspot,v5.0,Type-C
https://didongviet.vn/pub/media/catalog/product//x/i/xiaomi-redmi-note-11-128gb-didongviet_1_1.jpeg,4.190.000₫,Xiaomi Redmi Note 11 (4GB|64GB) Chính Hãng,1800.6018,https://didongviet.vn/xiaomi-redmi-note-11-64gb.html,4.5,,,Xiaomi,AMOLED,Full HD+ (1080 x 2400 Pixels),"6.43"" - Tần số quét 90Hz",50 MP + 8 MP + 2 MP + 2 MP,1080p@30/60fps,13 MP,Android 11 - MIUI 13,Qualcomm Snapdragon 680 (6nm),2.4 GHz,64 GB,4G,Wi-Fi 802.11 a/b/g/n/ac / Dual-band (2.4 GHz/5 GHz) / DLNA / Wi-Fi Direct / Wi-Fi hotspot,v5.0,Type-C
